,State_Name,District_Name,Crop_Year,Season,Crop,Area,production
68754,Haryana,KURUKSHETRA,2007,Rabi       ,Peas & beans (Pulses),27.0,25.73333333333333
68759,Haryana,KURUKSHETRA,2007,Whole Year ,Garlic,6.0,41.66666666666667
68762,Haryana,KURUKSHETRA,2007,Whole Year ,Sannhamp,1.0,0.0
68764,Haryana,KURUKSHETRA,2008,Kharif     ,Arhar/Tur,40.0,80.0
68765,Haryana,KURUKSHETRA,2008,Kharif     ,Bajra,47.0,51.6
68770,Haryana,KURUKSHETRA,2008,Rabi       ,Barley,1.0,0.0
68771,Haryana,KURUKSHETRA,2008,Rabi       ,Gram,66.0,30.0
68778,Haryana,KURUKSHETRA,2008,Whole Year ,Garlic,6.0,41.66666666666667
68782,Haryana,KURUKSHETRA,2009,Kharif     ,Arhar/Tur,6.0,0.5
68783,Haryana,KURUKSHETRA,2009,Kharif     ,Bajra,61.0,23.12727272727273
68784,Haryana,KURUKSHETRA,2009,Kharif     ,Maize,57.0,6.0
68787,Haryana,KURUKSHETRA,2009,Kharif     ,Sesamum,1.0,0.0
68789,Haryana,KURUKSHETRA,2009,Rabi       ,Barley,5.0,5.508095238095238
68790,Haryana,KURUKSHETRA,2009,Rabi       ,Gram,68.0,22.7
68795,Haryana,KURUKSHETRA,2009,Whole Year ,Coriander,9.0,4.2
68797,Haryana,KURUKSHETRA,2009,Whole Year ,Garlic,3.0,4.171607142857143
68801,Haryana,KURUKSHETRA,2010,Kharif     ,Arhar/Tur,6.0,0.5
68802,Haryana,KURUKSHETRA,2010,Kharif     ,Bajra,61.0,23.12727272727273
68803,Haryana,KURUKSHETRA,2010,Kharif     ,Maize,34.0,0.0
68807,Haryana,KURUKSHETRA,2010,Rabi       ,Barley,1.0,0.0
68808,Haryana,KURUKSHETRA,2010,Rabi       ,Gram,53.0,70.0
68813,Haryana,KURUKSHETRA,2010,Whole Year ,Coriander,16.0,60.25
68815,Haryana,KURUKSHETRA,2010,Whole Year ,Garlic,10.0,90.5
68816,Haryana,KURUKSHETRA,2010,Whole Year ,Onion,1.0,1720.0
68819,Haryana,KURUKSHETRA,2010,Whole Year ,Turmeric,3.0,3.212326203208556
68820,Haryana,KURUKSHETRA,2011,Kharif     ,Arhar/Tur,6.0,0.5
68821,Haryana,KURUKSHETRA,2011,Kharif     ,Bajra,69.0,47.233333333333334
68822,Haryana,KURUKSHETRA,2011,Kharif     ,Cotton(lint),4.0,2.1
68826,Haryana,KURUKSHETRA,2011,Kharif     ,Sannhamp,1.0,3.942999999999999
68829,Haryana,KURUKSHETRA,2011,Rabi       ,Barley,4.0,2.966666666666667
68830,Haryana,KURUKSHETRA,2011,Rabi       ,Gram,68.0,22.7
68834,Haryana,KURUKSHETRA,2011,Whole Year ,Garlic,22.0,128.4
68838,Haryana,KURUKSHETRA,2011,Whole Year ,Turmeric,16.0,56.716666666666676
68840,Haryana,KURUKSHETRA,2012,Kharif     ,Bajra,5.0,3.9
68841,Haryana,KURUKSHETRA,2012,Kharif     ,Cotton(lint),2.0,0.36666666666666664
68842,Haryana,KURUKSHETRA,2012,Kharif     ,Jowar,12.0,10.033333333333335
68843,Haryana,KURUKSHETRA,2012,Kharif     ,Maize,329.0,576.4
68845,Haryana,KURUKSHETRA,2012,Kharif     ,other oilseeds,53.0,60.0
68849,Haryana,KURUKSHETRA,2012,Rabi       ,Barley,1.0,0.0
68850,Haryana,KURUKSHETRA,2012,Rabi       ,Gram,74.0,30.0
68857,Haryana,KURUKSHETRA,2012,Whole Year ,Garlic,4.0,4.901095238095238
68873,Haryana,MAHENDRAGARH,1998,Kharif     ,Jowar,10.0,5.816666666666666
68874,Haryana,MAHENDRAGARH,1998,Kharif     ,Maize,4.0,0.975
68875,Haryana,MAHENDRAGARH,1998,Kharif     ,Moong(Green Gram),55.0,0.0
68876,Haryana,MAHENDRAGARH,1998,Kharif     ,Sesamum,4.0,0.0
68879,Haryana,MAHENDRAGARH,1998,Rabi       ,Peas & beans (Pulses),45.0,56.73333333333333
68882,Haryana,MAHENDRAGARH,1998,Whole Year ,Dry chillies,18.0,131.6
68885,Haryana,MAHENDRAGARH,1998,Whole Year ,Sannhamp,15.0,11.5
68886,Haryana,MAHENDRAGARH,1998,Whole Year ,Sugarcane,7.0,6.912083749583749
68899,Haryana,MAHENDRAGARH,1999,Whole Year ,Dry chillies,12.0,0.0
68908,Haryana,MAHENDRAGARH,2000,Kharif     ,Rice,1.0,0.4
68915,Haryana,MAHENDRAGARH,2000,Whole Year ,Sugarcane,1.0,5.5285714285714285
68932,Haryana,MAHENDRAGARH,2002,Kharif     ,Arhar/Tur,76.0,70.13333333333333
68969,Haryana,MAHENDRAGARH,2004,Kharif     ,Jowar,444.0,707.4
68971,Haryana,MAHENDRAGARH,2004,Kharif     ,Sesamum,6.0,0.725
68972,Haryana,MAHENDRAGARH,2004,Rabi       ,Barley,439.0,1535.4
68974,Haryana,MAHENDRAGARH,2004,Rabi       ,Peas & beans (Pulses),60.0,97.3
68983,Haryana,MAHENDRAGARH,2005,Kharif     ,Jowar,40.0,0.0
68984,Haryana,MAHENDRAGARH,2005,Kharif     ,Maize,1.0,0.0
68986,Haryana,MAHENDRAGARH,2005,Kharif     ,Moth,3.0,0.0
68987,Haryana,MAHENDRAGARH,2005,Kharif     ,Sesamum,10.0,3.9
68988,Haryana,MAHENDRAGARH,2005,Kharif     ,Urad,3.0,0.0
68993,Haryana,MAHENDRAGARH,2005,Whole Year ,Dry chillies,5.0,61.06666666666666
68999,Haryana,MAHENDRAGARH,2006,Kharif     ,Jowar,3.0,1.2
69000,Haryana,MAHENDRAGARH,2006,Kharif     ,Moong(Green Gram),179.0,83.84416666666667
69001,Haryana,MAHENDRAGARH,2006,Kharif     ,Rice,1.0,0.4
69002,Haryana,MAHENDRAGARH,2006,Kharif     ,Sesamum,3.0,0.0
69003,Haryana,MAHENDRAGARH,2006,Kharif     ,Urad,6.0,0.0
69008,Haryana,MAHENDRAGARH,2006,Whole Year ,Dry chillies,9.0,15.0
69010,Haryana,MAHENDRAGARH,2006,Whole Year ,Sugarcane,1.0,5.5285714285714285
69013,Haryana,MAHENDRAGARH,2007,Kharif     ,Castor seed,1.0,0.0
69017,Haryana,MAHENDRAGARH,2007,Kharif     ,Sesamum,6.0,0.725
69022,Haryana,MAHENDRAGARH,2007,Whole Year ,Onion,1.0,1720.0
69023,Haryana,MAHENDRAGARH,2007,Whole Year ,Sannhamp,3.0,1.3824999999999998
69024,Haryana,MAHENDRAGARH,2007,Whole Year ,Sugarcane,2.0,87.98803827751196
69028,Haryana,MAHENDRAGARH,2008,Kharif     ,Groundnut,44.0,95.1
69030,Haryana,MAHENDRAGARH,2008,Kharif     ,Sesamum,5.0,0.2
69035,Haryana,MAHENDRAGARH,2008,Whole Year ,Coriander,7.0,41.43333333333334
69036,Haryana,MAHENDRAGARH,2008,Whole Year ,Dry chillies,2.0,1.4214285714285713
69037,Haryana,MAHENDRAGARH,2008,Whole Year ,Onion,1.0,1720.0
69038,Haryana,MAHENDRAGARH,2008,Whole Year ,Sannhamp,4.0,0.8
69042,Haryana,MAHENDRAGARH,2009,Kharif     ,Groundnut,46.0,65.5
69043,Haryana,MAHENDRAGARH,2009,Kharif     ,Jowar,40.0,0.0
69045,Haryana,MAHENDRAGARH,2009,Kharif     ,Moth,52.0,30.8
69046,Haryana,MAHENDRAGARH,2009,Kharif     ,Rice,33.0,61.15
69047,Haryana,MAHENDRAGARH,2009,Kharif     ,Sesamum,3.0,0.0
69052,Haryana,MAHENDRAGARH,2009,Whole Year ,Coriander,11.0,13.166666666666668
69053,Haryana,MAHENDRAGARH,2009,Whole Year ,Dry chillies,1.0,0.7865671641791044
69054,Haryana,MAHENDRAGARH,2009,Whole Year ,Garlic,2.0,1.7356060606060606
69056,Haryana,MAHENDRAGARH,2009,Whole Year ,Potato,3.0,32.71666666666667
69060,Haryana,MAHENDRAGARH,2010,Kharif     ,Castor seed,17.0,2.8
69063,Haryana,MAHENDRAGARH,2010,Kharif     ,Jowar,3.0,1.2
69066,Haryana,MAHENDRAGARH,2010,Kharif     ,Other Kharif pulses,7.0,0.0
69067,Haryana,MAHENDRAGARH,2010,Kharif     ,Rice,25.0,53.85
69068,Haryana,MAHENDRAGARH,2010,Kharif     ,Sesamum,34.0,15.49
69074,Haryana,MAHENDRAGARH,2010,Whole Year ,Dry chillies,1.0,0.7865671641791044
69075,Haryana,MAHENDRAGARH,2010,Whole Year ,Garlic,12.0,91.2
69077,Haryana,MAHENDRAGARH,2010,Whole Year ,Potato,2.0,32.06
69078,Haryana,MAHENDRAGARH,2010,Whole Year ,Sannhamp,3.0,1.3824999999999998
69085,Haryana,MAHENDRAGARH,2011,Kharif     ,Moth,3.0,0.0
69086,Haryana,MAHENDRAGARH,2011,Kharif     ,Other Kharif pulses,132.0,70.5
69087,Haryana,MAHENDRAGARH,2011,Kharif     ,Rice,39.0,77.13866666666667
69088,Haryana,MAHENDRAGARH,2011,Kharif     ,Sesamum,24.0,4.7
69093,Haryana,MAHENDRAGARH,2011,Whole Year ,Garlic,7.0,100.0
69096,Haryana,MAHENDRAGARH,2011,Whole Year ,Sugarcane,1.0,5.5285714285714285
69102,Haryana,MAHENDRAGARH,2012,Kharif     ,Jowar,222.0,54.9
69111,Haryana,MEWAT,2005,Kharif     ,Cotton(lint),85.0,48.6
69112,Haryana,MEWAT,2005,Kharif     ,Groundnut,12.0,1.9
69115,Haryana,MEWAT,2005,Kharif     ,Maize,3.0,1.0933333333333333
69116,Haryana,MEWAT,2005,Kharif     ,Moong(Green Gram),31.0,1.3
69118,Haryana,MEWAT,2005,Kharif     ,Sesamum,217.0,96.8
69119,Haryana,MEWAT,2005,Kharif     ,Urad,13.0,2.05
69123,Haryana,MEWAT,2005,Rabi       ,Peas & beans (Pulses),2.0,0.1
69128,Haryana,MEWAT,2005,Whole Year ,Sweet potato,1.0,0.0
69131,Haryana,MEWAT,2006,Kharif     ,Cotton(lint),41.0,50.0
69132,Haryana,MEWAT,2006,Kharif     ,Groundnut,3.0,0.0
69133,Haryana,MEWAT,2006,Kharif     ,Horse-gram,5.0,0.2
69135,Haryana,MEWAT,2006,Kharif     ,Moong(Green Gram),51.0,0.0
69138,Haryana,MEWAT,2006,Kharif     ,Urad,4.0,0.2
69142,Haryana,MEWAT,2006,Rabi       ,Peas & beans (Pulses),6.0,2.0733333333333333
69145,Haryana,MEWAT,2006,Whole Year ,Garlic,1.0,0.9878937728937729
69150,Haryana,MEWAT,2007,Kharif     ,Cotton(lint),27.0,11.7
69152,Haryana,MEWAT,2007,Kharif     ,Moong(Green Gram),32.0,2.6
69155,Haryana,MEWAT,2007,Kharif     ,Urad,2.0,0.2
69159,Haryana,MEWAT,2007,Rabi       ,Peas & beans (Pulses),9.0,1.15
69162,Haryana,MEWAT,2007,Whole Year ,Garlic,3.0,4.171607142857143
69167,Haryana,MEWAT,2008,Kharif     ,Cotton(lint),20.0,2.166666666666667
69169,Haryana,MEWAT,2008,Kharif     ,Moong(Green Gram),29.0,6.3
69175,Haryana,MEWAT,2008,Rabi       ,Peas & beans (Pulses),7.0,1.8
69179,Haryana,MEWAT,2008,Whole Year ,Garlic,3.0,4.171607142857143
69181,Haryana,MEWAT,2008,Whole Year ,Sugarcane,48.0,2588.5333333333333
69182,Haryana,MEWAT,2009,Kharif     ,Arhar/Tur,6.0,0.5
69184,Haryana,MEWAT,2009,Kharif     ,Cotton(lint),15.0,2.7399999999999998
69186,Haryana,MEWAT,2009,Kharif     ,Maize,3.0,1.0933333333333333
69192,Haryana,MEWAT,2009,Rabi       ,Peas & beans (Pulses),5.0,0.4
69195,Haryana,MEWAT,2009,Whole Year ,Sugarcane,83.0,294.5
69197,Haryana,MEWAT,2010,Kharif     ,Cotton(lint),7.0,0.0
69200,Haryana,MEWAT,2010,Kharif     ,Moth,3.0,0.0
69202,Haryana,MEWAT,2010,Kharif     ,Sesamum,385.0,150.85
69206,Haryana,MEWAT,2010,Rabi       ,Peas & beans (Pulses),8.0,1.1
69209,Haryana,MEWAT,2010,Whole Year ,Dry chillies,2.0,1.4214285714285713
69211,Haryana,MEWAT,2010,Whole Year ,Sugarcane,162.0,3285.5
69214,Haryana,MEWAT,2011,Kharif     ,Cotton(lint),53.0,63.2
69216,Haryana,MEWAT,2011,Kharif     ,Maize,9.0,1.6
69217,Haryana,MEWAT,2011,Kharif     ,Moong(Green Gram),39.0,16.7
69218,Haryana,MEWAT,2011,Kharif     ,Moth,18.0,0.6
69221,Haryana,MEWAT,2011,Kharif     ,Urad,1.0,0.0
69230,Haryana,MEWAT,2012,Kharif     ,Cotton(lint),79.0,55.5
69238,Haryana,MEWAT,2012,Rabi       ,Gram,286.0,289.2
69246,Haryana,PALWAL,2008,Kharif     ,Cotton(lint),173.0,133.1
69250,Haryana,PALWAL,2008,Kharif     ,Moth,2.0,0.1
69253,Haryana,PALWAL,2008,Kharif     ,Urad,77.0,17.4
69255,Haryana,PALWAL,2008,Rabi       ,Gram,1.0,0.0
69256,Haryana,PALWAL,2008,Rabi       ,Masoor,21.0,0.0
69263,Haryana,PALWAL,2009,Kharif     ,Cotton(lint),341.0,323.9
69265,Haryana,PALWAL,2009,Kharif     ,Maize,16.0,13.39
69266,Haryana,PALWAL,2009,Kharif     ,Moong(Green Gram),48.0,0.0
69268,Haryana,PALWAL,2009,Kharif     ,Sesamum,81.0,6.6
69269,Haryana,PALWAL,2009,Kharif     ,Urad,16.0,0.0
69271,Haryana,PALWAL,2009,Rabi       ,Gram,3.0,0.0
69272,Haryana,PALWAL,2009,Rabi       ,Masoor,4.0,0.2
69273,Haryana,PALWAL,2009,Rabi       ,Peas & beans (Pulses),6.0,2.0733333333333333
69279,Haryana,PALWAL,2010,Kharif     ,Cotton(lint),360.0,350.4
69280,Haryana,PALWAL,2010,Kharif     ,Horse-gram,34.0,21.1
69282,Haryana,PALWAL,2010,Kharif     ,Maize,27.0,0.0
69283,Haryana,PALWAL,2010,Kharif     ,Moong(Green Gram),74.0,76.3
69285,Haryana,PALWAL,2010,Kharif     ,Sesamum,74.0,33.25
69287,Haryana,PALWAL,2010,Rabi       ,Gram,3.0,0.0
69288,Haryana,PALWAL,2010,Rabi       ,Masoor,3.0,0.0
69294,Haryana,PALWAL,2011,Kharif     ,Cotton(lint),326.0,268.3
69296,Haryana,PALWAL,2011,Kharif     ,Maize,14.0,10.518333333333334
69300,Haryana,PALWAL,2011,Kharif     ,Urad,17.0,0.6
69302,Haryana,PALWAL,2011,Rabi       ,Masoor,3.0,0.0
69306,Haryana,PALWAL,2011,Whole Year ,Sweet potato,1.0,0.0
69311,Haryana,PALWAL,2012,Kharif     ,Maize,44.0,0.0
69317,Haryana,PALWAL,2012,Rabi       ,Gram,1.0,0.0
69332,Haryana,PANCHKULA,1998,Kharif     ,Cotton(lint),56.0,30.7
69335,Haryana,PANCHKULA,1998,Kharif     ,Moong(Green Gram),3.0,0.0
69337,Haryana,PANCHKULA,1998,Kharif     ,Sesamum,103.0,54.02142857142858
69339,Haryana,PANCHKULA,1998,Rabi       ,Barley,61.0,0.0
69342,Haryana,PANCHKULA,1998,Rabi       ,Peas & beans (Pulses),16.0,0.8
69348,Haryana,PANCHKULA,1998,Whole Year ,Sannhamp,1.0,0.0
69352,Haryana,PANCHKULA,1999,Kharif     ,Cotton(lint),49.0,66.2
69373,Haryana,PANCHKULA,2000,Kharif     ,Dry ginger,63.0,93.6
69395,Haryana,PANCHKULA,2001,Kharif     ,Cotton(lint),19.0,0.0
69456,Haryana,PANCHKULA,2004,Kharif     ,Arhar/Tur,37.0,67.4
69458,Haryana,PANCHKULA,2004,Kharif     ,Cotton(lint),4.0,2.1
69459,Haryana,PANCHKULA,2004,Kharif     ,Groundnut,56.0,75.7
69463,Haryana,PANCHKULA,2004,Kharif     ,Sesamum,47.0,2.85
69465,Haryana,PANCHKULA,2004,Rabi       ,Barley,24.0,13.55
69468,Haryana,PANCHKULA,2004,Rabi       ,Peas & beans (Pulses),2.0,0.1
69473,Haryana,PANCHKULA,2004,Whole Year ,Garlic,1.0,0.9878937728937729
69476,Haryana,PANCHKULA,2004,Whole Year ,Sannhamp,75.0,158.4
69480,Haryana,PANCHKULA,2005,Kharif     ,Cotton(lint),17.0,1.0
69481,Haryana,PANCHKULA,2005,Kharif     ,Groundnut,47.0,45.1
69487,Haryana,PANCHKULA,2005,Rabi       ,Barley,31.0,0.0
69490,Haryana,PANCHKULA,2005,Rabi       ,Peas & beans (Pulses),7.0,1.8
69494,Haryana,PANCHKULA,2005,Whole Year ,Dry chillies,35.0,290.0
69497,Haryana,PANCHKULA,2006,Kharif     ,Arhar/Tur,24.0,7.125
69499,Haryana,PANCHKULA,2006,Kharif     ,Cotton(lint),3.0,0.225
69500,Haryana,PANCHKULA,2006,Kharif     ,Groundnut,47.0,45.1
69502,Haryana,PANCHKULA,2006,Kharif     ,Jowar,1.0,0.0
69504,Haryana,PANCHKULA,2006,Kharif     ,Moong(Green Gram),1.0,0.0
69506,Haryana,PANCHKULA,2006,Kharif     ,Sesamum,43.0,20.0
69508,Haryana,PANCHKULA,2006,Rabi       ,Barley,25.0,13.25
69509,Haryana,PANCHKULA,2006,Rabi       ,Gram,220.0,56.83333333333333
69511,Haryana,PANCHKULA,2006,Rabi       ,Rapeseed &Mustard,917.0,1450.4
69515,Haryana,PANCHKULA,2006,Whole Year ,Garlic,1.0,0.9878937728937729
69519,Haryana,PANCHKULA,2007,Kharif     ,Arhar/Tur,19.0,1.2
69521,Haryana,PANCHKULA,2007,Kharif     ,Cotton(lint),9.0,0.0
69522,Haryana,PANCHKULA,2007,Kharif     ,Groundnut,61.0,66.7
69525,Haryana,PANCHKULA,2007,Kharif     ,Other Kharif pulses,5.0,0.1
69527,Haryana,PANCHKULA,2007,Kharif     ,Sesamum,42.0,10.0
69529,Haryana,PANCHKULA,2007,Rabi       ,Barley,52.0,12.1
69530,Haryana,PANCHKULA,2007,Rabi       ,Gram,352.0,368.887
69531,Haryana,PANCHKULA,2007,Rabi       ,Masoor,25.0,9.0
69534,Haryana,PANCHKULA,2007,Rabi       ,Sunflower,2.0,0.6
69541,Haryana,PANCHKULA,2008,Kharif     ,Arhar/Tur,37.0,67.4
69543,Haryana,PANCHKULA,2008,Kharif     ,Cotton(lint),3.0,0.225
69544,Haryana,PANCHKULA,2008,Kharif     ,Groundnut,41.0,75.1
69549,Haryana,PANCHKULA,2008,Kharif     ,Sesamum,45.0,20.95
69551,Haryana,PANCHKULA,2008,Rabi       ,Barley,56.0,0.0
69556,Haryana,PANCHKULA,2008,Whole Year ,Coriander,5.0,10.8
69564,Haryana,PANCHKULA,2009,Kharif     ,Cotton(lint),2.0,0.36666666666666664
69565,Haryana,PANCHKULA,2009,Kharif     ,Groundnut,30.0,17.34
69569,Haryana,PANCHKULA,2009,Kharif     ,Sesamum,58.0,12.0
69571,Haryana,PANCHKULA,2009,Rabi       ,Barley,87.0,7.6
69572,Haryana,PANCHKULA,2009,Rabi       ,Gram,429.0,961.6
69574,Haryana,PANCHKULA,2009,Rabi       ,Peas & beans (Pulses),2.0,0.1
69576,Haryana,PANCHKULA,2009,Whole Year ,Coriander,7.0,41.43333333333334
69581,Haryana,PANCHKULA,2009,Whole Year ,Sugarcane,426.0,35757.82
69582,Haryana,PANCHKULA,2010,Kharif     ,Arhar/Tur,10.0,0.0
69589,Haryana,PANCHKULA,2010,Kharif     ,Moth,4.0,0.6
69591,Haryana,PANCHKULA,2010,Kharif     ,Sesamum,33.0,13.506190476190477
69593,Haryana,PANCHKULA,2010,Rabi       ,Barley,37.0,0.0
69594,Haryana,PANCHKULA,2010,Rabi       ,Gram,287.0,299.6
69601,Haryana,PANCHKULA,2010,Whole Year ,Sugarcane,355.0,32204.9
69602,Haryana,PANCHKULA,2010,Whole Year ,Turmeric,6.0,20.51666666666667
69603,Haryana,PANCHKULA,2011,Kharif     ,Arhar/Tur,7.0,0.0
69606,Haryana,PANCHKULA,2011,Kharif     ,Groundnut,45.0,85.3
69610,Haryana,PANCHKULA,2011,Kharif     ,Sesamum,34.0,15.49
69612,Haryana,PANCHKULA,2011,Rabi       ,Barley,33.0,0.0
69613,Haryana,PANCHKULA,2011,Rabi       ,Gram,162.0,21.9
69615,Haryana,PANCHKULA,2011,Rabi       ,Peas & beans (Pulses),3.0,1.4166666666666665
69618,Haryana,PANCHKULA,2011,Whole Year ,Garlic,21.0,147.0
69621,Haryana,PANCHKULA,2011,Whole Year ,Sugarcane,459.0,34959.8
69622,Haryana,PANCHKULA,2011,Whole Year ,Turmeric,11.0,13.153571428571428
69625,Haryana,PANCHKULA,2012,Kharif     ,Dry ginger,62.0,147.6
69632,Haryana,PANCHKULA,2012,Rabi       ,Barley,36.0,0.0
69633,Haryana,PANCHKULA,2012,Rabi       ,Gram,139.0,0.0
69645,Haryana,PANCHKULA,2012,Whole Year ,Tobacco,11.0,16.133333333333333
69654,Haryana,PANIPAT,1998,Kharif     ,Bajra,448.0,500.0
69655,Haryana,PANIPAT,1998,Kharif     ,Cotton(lint),138.0,121.9
69656,Haryana,PANIPAT,1998,Kharif     ,Jowar,166.0,96.15666666666667
69657,Haryana,PANIPAT,1998,Kharif     ,Maize,56.0,6.233333333333333
69659,Haryana,PANIPAT,1998,Kharif     ,Sesamum,1.0,0.0
69660,Haryana,PANIPAT,1998,Rabi       ,Barley,51.0,12.1
69661,Haryana,PANIPAT,1998,Rabi       ,Gram,80.0,0.0
69670,Haryana,PANIPAT,1998,Whole Year ,Sannhamp,4.0,0.8
69713,Haryana,PANIPAT,2001,Kharif     ,Cotton(lint),41.0,50.0
69766,Haryana,PANIPAT,2003,Rabi       ,other oilseeds,4.0,0.4
69782,Haryana,PANIPAT,2004,Kharif     ,Cotton(lint),67.0,15.6
69783,Haryana,PANIPAT,2004,Kharif     ,Jowar,28.0,12.666666666666668
69784,Haryana,PANIPAT,2004,Kharif     ,Maize,10.0,1.6
69785,Haryana,PANIPAT,2004,Kharif     ,Moong(Green Gram),2.0,0.0
69787,Haryana,PANIPAT,2004,Kharif     ,Sesamum,3.0,0.0
69788,Haryana,PANIPAT,2004,Kharif     ,Urad,5.0,0.6
69789,Haryana,PANIPAT,2004,Rabi       ,Barley,48.0,9.914285714285715
69790,Haryana,PANIPAT,2004,Rabi       ,Gram,81.0,20.5
69794,Haryana,PANIPAT,2004,Whole Year ,Dry chillies,226.0,190.0
69795,Haryana,PANIPAT,2004,Whole Year ,Garlic,5.0,32.96666666666667
69802,Haryana,PANIPAT,2005,Kharif     ,Cotton(lint),56.0,30.7
69803,Haryana,PANIPAT,2005,Kharif     ,Maize,45.0,0.0
69805,Haryana,PANIPAT,2005,Kharif     ,Sesamum,5.0,0.2
69806,Haryana,PANIPAT,2005,Kharif     ,Urad,2.0,0.2
69807,Haryana,PANIPAT,2005,Rabi       ,Barley,34.0,0.0
69808,Haryana,PANIPAT,2005,Rabi       ,Gram,104.0,55.852
69811,Haryana,PANIPAT,2005,Rabi       ,Sunflower,5.0,3.8
69816,Haryana,PANIPAT,2005,Whole Year ,Sannhamp,2.0,0.0
69821,Haryana,PANIPAT,2006,Kharif     ,Cotton(lint),48.0,66.2
69822,Haryana,PANIPAT,2006,Kharif     ,Jowar,3.0,1.2
69823,Haryana,PANIPAT,2006,Kharif     ,Maize,39.0,0.0
69824,Haryana,PANIPAT,2006,Kharif     ,Moong(Green Gram),4.0,1.0
69826,Haryana,PANIPAT,2006,Kharif     ,Sesamum,3.0,0.0
69827,Haryana,PANIPAT,2006,Kharif     ,Urad,3.0,0.0
69828,Haryana,PANIPAT,2006,Rabi       ,Barley,50.0,10.0
69829,Haryana,PANIPAT,2006,Rabi       ,Gram,84.0,239.8
69838,Haryana,PANIPAT,2006,Whole Year ,Sannhamp,3.0,1.3824999999999998
69843,Haryana,PANIPAT,2007,Kharif     ,Cotton(lint),31.0,15.616666666666669
69844,Haryana,PANIPAT,2007,Kharif     ,Maize,38.0,0.0
69845,Haryana,PANIPAT,2007,Kharif     ,Moong(Green Gram),13.0,0.6
69847,Haryana,PANIPAT,2007,Rabi       ,Barley,44.0,38.79333333333334
69848,Haryana,PANIPAT,2007,Rabi       ,Gram,32.0,25.76666666666667
69856,Haryana,PANIPAT,2007,Whole Year ,Sannhamp,4.0,0.8
69861,Haryana,PANIPAT,2008,Kharif     ,Cotton(lint),22.0,8.066666666666666
69862,Haryana,PANIPAT,2008,Kharif     ,Maize,26.0,0.0
69863,Haryana,PANIPAT,2008,Kharif     ,Moong(Green Gram),3.0,0.0
69865,Haryana,PANIPAT,2008,Kharif     ,Sesamum,2.0,0.0
69866,Haryana,PANIPAT,2008,Rabi       ,Barley,65.0,0.0
69867,Haryana,PANIPAT,2008,Rabi       ,Gram,34.0,33.266666666666666
69868,Haryana,PANIPAT,2008,Rabi       ,Masoor,44.0,100.0
69876,Haryana,PANIPAT,2008,Whole Year ,Sannhamp,5.0,0.0
69880,Haryana,PANIPAT,2009,Kharif     ,Bajra,558.0,1400.0
69881,Haryana,PANIPAT,2009,Kharif     ,Cotton(lint),17.0,1.0
69882,Haryana,PANIPAT,2009,Kharif     ,Jowar,1.0,0.0
69883,Haryana,PANIPAT,2009,Kharif     ,Maize,15.0,13.764285714285714
69885,Haryana,PANIPAT,2009,Kharif     ,Sesamum,15.0,6.16
69886,Haryana,PANIPAT,2009,Kharif     ,Urad,1.0,0.0
69887,Haryana,PANIPAT,2009,Rabi       ,Barley,68.0,0.0
69888,Haryana,PANIPAT,2009,Rabi       ,Gram,34.0,33.266666666666666
69894,Haryana,PANIPAT,2009,Whole Year ,Garlic,1.0,0.9878937728937729
69901,Haryana,PANIPAT,2010,Kharif     ,Cotton(lint),35.0,41.666666666666664
69902,Haryana,PANIPAT,2010,Kharif     ,Jowar,8.0,5.15
69903,Haryana,PANIPAT,2010,Kharif     ,Maize,11.0,3.46
69904,Haryana,PANIPAT,2010,Kharif     ,Moong(Green Gram),11.0,1.2
69905,Haryana,PANIPAT,2010,Kharif     ,Other Kharif pulses,2.0,0.1
69907,Haryana,PANIPAT,2010,Kharif     ,Sesamum,2.0,0.0
69908,Haryana,PANIPAT,2010,Kharif     ,Urad,7.0,0.0
69909,Haryana,PANIPAT,2010,Rabi       ,Barley,44.0,38.79333333333334
69910,Haryana,PANIPAT,2010,Rabi       ,Gram,14.0,5.9399999999999995
69911,Haryana,PANIPAT,2010,Rabi       ,Masoor,25.0,9.0
69915,Haryana,PANIPAT,2010,Whole Year ,Coriander,217.0,307.34000000000003
69917,Haryana,PANIPAT,2010,Whole Year ,Garlic,1.0,0.9878937728937729
69921,Haryana,PANIPAT,2010,Whole Year ,Sweet potato,12.0,170.33333333333331
69923,Haryana,PANIPAT,2011,Kharif     ,Bajra,430.0,818.0
69924,Haryana,PANIPAT,2011,Kharif     ,Cotton(lint),54.0,30.7
69925,Haryana,PANIPAT,2011,Kharif     ,Maize,9.0,1.6
69927,Haryana,PANIPAT,2011,Kharif     ,Sesamum,2.0,0.0
69928,Haryana,PANIPAT,2011,Kharif     ,Urad,6.0,0.0
69929,Haryana,PANIPAT,2011,Rabi       ,Barley,63.0,0.0
69930,Haryana,PANIPAT,2011,Rabi       ,Gram,13.0,6.333333333333334
69931,Haryana,PANIPAT,2011,Rabi       ,Masoor,37.0,94.7
69936,Haryana,PANIPAT,2011,Whole Year ,Garlic,3.0,4.171607142857143
69940,Haryana,PANIPAT,2011,Whole Year ,Sweet potato,5.0,94.23333333333333
69941,Haryana,PANIPAT,2011,Whole Year ,Turmeric,9.0,4.3
69943,Haryana,PANIPAT,2012,Kharif     ,Bajra,401.0,205.9
69944,Haryana,PANIPAT,2012,Kharif     ,Cotton(lint),66.0,26.7
