,State_Name,District_Name,Crop_Year,Season,Crop,Area,production
168113,Rajasthan,CHITTORGARH,2000,Kharif     ,Moth,2.0,1.0538461538461539
168119,Rajasthan,CHITTORGARH,2000,Kharif     ,Sunflower,1.0,1.0
168129,Rajasthan,CHITTORGARH,2000,Whole Year ,Banana,6.0,194.8166666666667
168209,Rajasthan,CHITTORGARH,2002,Whole Year ,Sannhamp,195.0,96.8
168241,Rajasthan,CHITTORGARH,2003,Whole Year ,Guar seed,5858.0,9944.2
168252,Rajasthan,CHITTORGARH,2003,Whole Year ,Tobacco,9.0,9.815000000000001
168294,Rajasthan,CHITTORGARH,2005,Kharif     ,Moth,1.0,0.7953365384615385
168322,Rajasthan,CHITTORGARH,2006,Kharif     ,Dry ginger,1.0,2.430357142857143
168353,Rajasthan,CHITTORGARH,2007,Kharif     ,Castor seed,5.0,1.8707142857142856
168413,Rajasthan,CHITTORGARH,2008,Whole Year ,Sweet potato,2.0,4.202585192585193
168496,Rajasthan,CHURU,1998,Kharif     ,Sannhamp,2.0,2.316666666666667
168498,Rajasthan,CHURU,1998,Kharif     ,Urad,1.0,0.7666666666666666
168504,Rajasthan,CHURU,1998,Rabi       ,Sunflower,1.0,1.6
168516,Rajasthan,CHURU,1999,Kharif     ,Jowar,1.0,0.9857142857142858
168535,Rajasthan,CHURU,2000,Kharif     ,Castor seed,2.0,2.435757575757576
168553,Rajasthan,CHURU,2000,Whole Year ,Sannhamp,1.0,7.898690476190477
168580,Rajasthan,CHURU,2002,Kharif     ,Moong(Green Gram),28352.0,8062.08
168581,Rajasthan,CHURU,2002,Kharif     ,Moth,101190.0,54080.3
168613,Rajasthan,CHURU,2003,Whole Year ,Guar seed,327274.0,25227.1
168619,Rajasthan,CHURU,2003,Whole Year ,Tobacco,6.0,9.455384615384617
168668,Rajasthan,CHURU,2006,Kharif     ,Urad,1.0,0.7666666666666666
168675,Rajasthan,CHURU,2006,Whole Year ,Garlic,1.0,1.789127539127539
168679,Rajasthan,CHURU,2007,Kharif     ,Castor seed,1.0,0.8926785714285714
168692,Rajasthan,CHURU,2007,Whole Year ,Garlic,1.0,1.789127539127539
168710,Rajasthan,CHURU,2008,Whole Year ,Garlic,1.0,1.789127539127539
168713,Rajasthan,CHURU,2008,Whole Year ,Sweet potato,3.0,24.643809523809523
168724,Rajasthan,CHURU,2009,Rabi       ,Linseed,3.0,2.3299999999999996
168746,Rajasthan,CHURU,2010,Whole Year ,Garlic,1.0,1.789127539127539
168749,Rajasthan,CHURU,2010,Whole Year ,Potato,1.0,2.1067171717171713
168844,Rajasthan,DAUSA,2000,Whole Year ,Potato,1.0,2.1067171717171713
168905,Rajasthan,DAUSA,2002,Whole Year ,Sannhamp,6.0,3.3958333333333335
168932,Rajasthan,DAUSA,2003,Whole Year ,Guar seed,15990.0,4486.2
168943,Rajasthan,DAUSA,2003,Whole Year ,Tobacco,87.0,61.0
169101,Rajasthan,DAUSA,2009,Whole Year ,Dry chillies,45.0,35.11333333333333
169162,Rajasthan,DHOLPUR,1998,Rabi       ,Linseed,1.0,1.0
169257,Rajasthan,DHOLPUR,2001,Whole Year ,Coriander,2.0,2.033001735106998
169263,Rajasthan,DHOLPUR,2001,Whole Year ,Sannhamp,3.0,2.494166666666667
169266,Rajasthan,DHOLPUR,2001,Whole Year ,Tobacco,1.0,1.2333333333333334
169320,Rajasthan,DHOLPUR,2003,Whole Year ,Guar seed,1597.0,1734.4
169330,Rajasthan,DHOLPUR,2003,Whole Year ,Tobacco,6.0,9.455384615384617
169339,Rajasthan,DHOLPUR,2004,Kharif     ,Moth,2.0,1.0538461538461539
169357,Rajasthan,DHOLPUR,2004,Whole Year ,Sannhamp,4.0,2.2412698412698413
169363,Rajasthan,DHOLPUR,2005,Kharif     ,Cotton(lint),1.0,1.0
169387,Rajasthan,DHOLPUR,2005,Whole Year ,Sweet potato,21.0,36.33333333333333
169417,Rajasthan,DHOLPUR,2007,Kharif     ,Cotton(lint),1.0,1.0
169467,Rajasthan,DHOLPUR,2008,Whole Year ,Sweet potato,48.0,117.01333333333332
169470,Rajasthan,DHOLPUR,2009,Kharif     ,Castor seed,4.0,5.65
169476,Rajasthan,DHOLPUR,2009,Kharif     ,Moth,3.0,2.001212121212121
169495,Rajasthan,DHOLPUR,2009,Whole Year ,Sweet potato,32.0,52.883333333333326
169556,Rajasthan,DUNGARPUR,1998,Rabi       ,Tobacco,1.0,4.0876158645276295
169591,Rajasthan,DUNGARPUR,1999,Whole Year ,Tobacco,1.0,1.2333333333333334
169613,Rajasthan,DUNGARPUR,2000,Whole Year ,Coriander,3.0,3.1851606726606727
169636,Rajasthan,DUNGARPUR,2001,Kharif     ,Sunflower,1.0,1.0
169652,Rajasthan,DUNGARPUR,2002,Kharif     ,Castor seed,4.0,5.65
169658,Rajasthan,DUNGARPUR,2002,Kharif     ,Mesta,2.0,6.5430158730158725
169705,Rajasthan,DUNGARPUR,2003,Whole Year ,Guar seed,2212.0,4850.1
169797,Rajasthan,DUNGARPUR,2006,Whole Year ,Sweet potato,39.0,67.91666666666666
169862,Rajasthan,DUNGARPUR,2009,Kharif     ,Mesta,4.0,19.17824175824176
169986,Rajasthan,GANGANAGAR,2000,Kharif     ,Castor seed,2.0,2.435757575757576
170052,Rajasthan,GANGANAGAR,2002,Kharif     ,Soyabean,1.0,1.0
170073,Rajasthan,GANGANAGAR,2002,Whole Year ,Sannhamp,1.0,7.898690476190477
170090,Rajasthan,GANGANAGAR,2003,Kharif     ,Sunflower,2.0,3.746666666666667
170104,Rajasthan,GANGANAGAR,2003,Whole Year ,Guar seed,159514.0,19408.6
170144,Rajasthan,GANGANAGAR,2004,Whole Year ,Sweet potato,1.0,1.8780086580086581
170154,Rajasthan,GANGANAGAR,2005,Kharif     ,Other Kharif pulses,1.0,0.8839905927405928
170170,Rajasthan,GANGANAGAR,2005,Whole Year ,Sannhamp,2.0,14.104285714285714
170198,Rajasthan,GANGANAGAR,2006,Whole Year ,Sannhamp,6.0,3.3958333333333335
170218,Rajasthan,GANGANAGAR,2007,Rabi       ,Sunflower,1.0,1.6
170242,Rajasthan,GANGANAGAR,2008,Rabi       ,Linseed,7.0,5.681666666666667
170254,Rajasthan,GANGANAGAR,2008,Whole Year ,Sannhamp,2.0,14.104285714285714
170276,Rajasthan,GANGANAGAR,2009,Rabi       ,Small millets,13.0,11.375
170284,Rajasthan,GANGANAGAR,2009,Whole Year ,Sannhamp,6.0,3.3958333333333335
170382,Rajasthan,HANUMANGARH,1999,Whole Year ,Sweet potato,1.0,1.8780086580086581
170399,Rajasthan,HANUMANGARH,2000,Rabi       ,Masoor,2.0,1.8902564102564103
170467,Rajasthan,HANUMANGARH,2002,Whole Year ,Sannhamp,3.0,2.494166666666667
170491,Rajasthan,HANUMANGARH,2003,Whole Year ,Guar seed,244003.0,168987.6
170509,Rajasthan,HANUMANGARH,2004,Kharif     ,Other Kharif pulses,21.0,4.8
170525,Rajasthan,HANUMANGARH,2004,Whole Year ,Sannhamp,2.0,14.104285714285714
170532,Rajasthan,HANUMANGARH,2005,Kharif     ,Jowar,1.0,0.9857142857142858
170549,Rajasthan,HANUMANGARH,2005,Whole Year ,Onion,27.0,64.6
170551,Rajasthan,HANUMANGARH,2005,Whole Year ,Sannhamp,7.0,3.444206349206349
170577,Rajasthan,HANUMANGARH,2006,Whole Year ,Sannhamp,2.0,14.104285714285714
170630,Rajasthan,HANUMANGARH,2008,Whole Year ,Sannhamp,3.0,2.494166666666667
170640,Rajasthan,HANUMANGARH,2009,Kharif     ,Other Kharif pulses,2.0,1.0
170648,Rajasthan,HANUMANGARH,2009,Rabi       ,Other  Rabi pulses,1.0,1.2679761904761904
170656,Rajasthan,HANUMANGARH,2009,Whole Year ,Sannhamp,1.0,7.898690476190477
170726,Rajasthan,JAIPUR,1999,Kharif     ,Castor seed,18.0,4.0
170751,Rajasthan,JAIPUR,1999,Whole Year ,Sannhamp,5.0,4.9557142857142855
170785,Rajasthan,JAIPUR,2000,Whole Year ,Sannhamp,8.0,3.9699999999999998
170830,Rajasthan,JAIPUR,2002,Kharif     ,Moth,1314.0,469.45
170851,Rajasthan,JAIPUR,2002,Whole Year ,Sannhamp,25.0,9.35
170880,Rajasthan,JAIPUR,2003,Whole Year ,Guar seed,66966.0,8577.2
170889,Rajasthan,JAIPUR,2003,Whole Year ,Tobacco,17.0,17.2
171032,Rajasthan,JAIPUR,2008,Whole Year ,Sweet potato,7.0,9.609523809523811
171037,Rajasthan,JAIPUR,2009,Kharif     ,Cotton(lint),106.0,53.9
171045,Rajasthan,JAIPUR,2009,Kharif     ,Small millets,1.0,1.0142857142857142
171058,Rajasthan,JAIPUR,2009,Whole Year ,Sannhamp,2.0,14.104285714285714
171060,Rajasthan,JAIPUR,2009,Whole Year ,Sweet potato,5.0,9.79479797979798
171105,Rajasthan,JAISALMER,1998,Kharif     ,Other Kharif pulses,1.0,0.8839905927405928
171117,Rajasthan,JAISALMER,1999,Kharif     ,Castor seed,5.0,1.8707142857142856
171129,Rajasthan,JAISALMER,1999,Whole Year ,Garlic,1.0,1.789127539127539
171147,Rajasthan,JAISALMER,2000,Whole Year ,Coriander,1.0,1.093675303697514
171151,Rajasthan,JAISALMER,2001,Kharif     ,Arhar/Tur,10.0,6.37
171168,Rajasthan,JAISALMER,2001,Whole Year ,Coriander,4.0,4.831916971916972
171185,Rajasthan,JAISALMER,2002,Rabi       ,Masoor,3.0,3.0619047619047617
171189,Rajasthan,JAISALMER,2002,Whole Year ,Dry chillies,163.0,165.8
171190,Rajasthan,JAISALMER,2002,Whole Year ,Guar seed,5047.0,4566.3
171213,Rajasthan,JAISALMER,2003,Whole Year ,Guar seed,356411.0,54559.4
171219,Rajasthan,JAISALMER,2004,Kharif     ,Arhar/Tur,1.0,1.0
171220,Rajasthan,JAISALMER,2004,Kharif     ,Bajra,101346.0,39583.5
171228,Rajasthan,JAISALMER,2004,Kharif     ,Sunflower,1.0,1.0
171321,Rajasthan,JAISALMER,2009,Kharif     ,Jowar,495.0,249.2
171335,Rajasthan,JAISALMER,2009,Whole Year ,Potato,7.0,32.965357142857144
171375,Rajasthan,JALORE,1998,Kharif     ,Moong(Green Gram),28472.0,5062.88
171378,Rajasthan,JALORE,1998,Kharif     ,Sannhamp,28.0,15.633333333333335
171399,Rajasthan,JALORE,1999,Kharif     ,Moong(Green Gram),38179.0,8317.35
171404,Rajasthan,JALORE,1999,Kharif     ,Sunflower,1.0,1.0
171411,Rajasthan,JALORE,1999,Whole Year ,Coriander,1.0,1.093675303697514
171416,Rajasthan,JALORE,1999,Whole Year ,Sannhamp,11.0,40.85333333333334
171441,Rajasthan,JALORE,2000,Whole Year ,Sannhamp,3.0,2.494166666666667
171444,Rajasthan,JALORE,2001,Kharif     ,Arhar/Tur,1.0,1.0
171478,Rajasthan,JALORE,2002,Kharif     ,Moth,7184.0,882.9
171480,Rajasthan,JALORE,2002,Kharif     ,Sesamum,11083.0,6289.7
171501,Rajasthan,JALORE,2002,Whole Year ,Sannhamp,3.0,2.494166666666667
171525,Rajasthan,JALORE,2003,Whole Year ,Guar seed,61073.0,8514.2
171536,Rajasthan,JALORE,2003,Whole Year ,Tobacco,4.0,2.5633333333333335
171559,Rajasthan,JALORE,2004,Whole Year ,Garlic,1.0,1.789127539127539
171617,Rajasthan,JALORE,2006,Whole Year ,Sannhamp,4.0,2.2412698412698413
171627,Rajasthan,JALORE,2007,Kharif     ,Mesta,1.0,4.413797313797313
171662,Rajasthan,JALORE,2008,Kharif     ,Urad,1.0,0.7666666666666666
171676,Rajasthan,JALORE,2008,Whole Year ,Sweet potato,69.0,264.1
171687,Rajasthan,JALORE,2009,Kharif     ,Sesamum,25281.0,1830.6
171705,Rajasthan,JALORE,2009,Whole Year ,Sweet potato,52.0,129.04999999999998
171886,Rajasthan,JHALAWAR,2002,Kharif     ,Sunflower,3.0,2.3833333333333333
171911,Rajasthan,JHALAWAR,2002,Whole Year ,Tobacco,2.0,1.9986796536796536
171951,Rajasthan,JHALAWAR,2003,Whole Year ,Tobacco,5.0,2.1
171981,Rajasthan,JHALAWAR,2004,Whole Year ,Tobacco,3.0,0.8064102564102564
171994,Rajasthan,JHALAWAR,2005,Kharif     ,Sunflower,1.0,1.0
172097,Rajasthan,JHALAWAR,2008,Whole Year ,Sweet potato,85.0,142.3
172123,Rajasthan,JHALAWAR,2009,Whole Year ,Sannhamp,6.0,3.3958333333333335
172125,Rajasthan,JHALAWAR,2009,Whole Year ,Sweet potato,121.0,358.4
172151,Rajasthan,JHALAWAR,2010,Whole Year ,Sannhamp,6.0,3.3958333333333335
172167,Rajasthan,JHUNJHUNU,1998,Kharif     ,Jowar,1.0,0.9857142857142858
172190,Rajasthan,JHUNJHUNU,1999,Kharif     ,Castor seed,3.0,3.2593073593073596
172199,Rajasthan,JHUNJHUNU,1999,Kharif     ,Urad,1.0,0.7666666666666666
172210,Rajasthan,JHUNJHUNU,1999,Whole Year ,Sannhamp,5.0,4.9557142857142855
172265,Rajasthan,JHUNJHUNU,2002,Kharif     ,Moth,250.0,82.6
172285,Rajasthan,JHUNJHUNU,2002,Whole Year ,Sannhamp,1.0,7.898690476190477
172306,Rajasthan,JHUNJHUNU,2003,Whole Year ,Guar seed,53019.0,13691.7
172317,Rajasthan,JHUNJHUNU,2003,Whole Year ,Tobacco,69.0,87.8
172319,Rajasthan,JHUNJHUNU,2004,Kharif     ,Arhar/Tur,1.0,1.0
172331,Rajasthan,JHUNJHUNU,2004,Rabi       ,Other  Rabi pulses,21.0,22.2
172332,Rajasthan,JHUNJHUNU,2004,Rabi       ,Peas & beans (Pulses),98.0,196.9
172341,Rajasthan,JHUNJHUNU,2004,Whole Year ,Sannhamp,2.0,14.104285714285714
172366,Rajasthan,JHUNJHUNU,2005,Whole Year ,Sannhamp,22.0,30.133333333333336
172442,Rajasthan,JHUNJHUNU,2008,Whole Year ,Sweet potato,10.0,17.208333333333332
172444,Rajasthan,JHUNJHUNU,2009,Kharif     ,Arhar/Tur,1.0,1.0
172466,Rajasthan,JHUNJHUNU,2009,Whole Year ,Sannhamp,2.0,14.104285714285714
172467,Rajasthan,JHUNJHUNU,2009,Whole Year ,Sweet potato,5.0,9.79479797979798
172469,Rajasthan,JHUNJHUNU,2010,Kharif     ,Arhar/Tur,2.0,1.6001953601953598
172512,Rajasthan,JODHPUR,1998,Kharif     ,Moth,133335.0,6677.2
172549,Rajasthan,JODHPUR,1999,Whole Year ,Banana,1.0,4.9375
172647,Rajasthan,JODHPUR,2003,Whole Year ,Guar seed,153429.0,19507.7
172692,Rajasthan,JODHPUR,2005,Rabi       ,Other  Rabi pulses,98.0,147.1
172768,Rajasthan,JODHPUR,2008,Whole Year ,Sweet potato,39.0,67.91666666666666
172791,Rajasthan,JODHPUR,2009,Whole Year ,Sweet potato,14.0,20.85
172824,Rajasthan,KARAULI,1998,Kharif     ,Cotton(lint),1.0,1.0
172975,Rajasthan,KARAULI,2002,Whole Year ,Sannhamp,5.0,4.9557142857142855
173002,Rajasthan,KARAULI,2003,Whole Year ,Guar seed,3286.0,2572.56
173011,Rajasthan,KARAULI,2003,Whole Year ,Tobacco,56.0,60.5
173034,Rajasthan,KARAULI,2004,Whole Year ,Banana,2.0,14.875384615384615
173041,Rajasthan,KARAULI,2004,Whole Year ,Sannhamp,7.0,3.444206349206349
173064,Rajasthan,KARAULI,2005,Whole Year ,Banana,1.0,4.9375
173091,Rajasthan,KARAULI,2006,Whole Year ,Banana,1.0,4.9375
173122,Rajasthan,KARAULI,2007,Whole Year ,Banana,2.0,14.875384615384615
173151,Rajasthan,KARAULI,2008,Whole Year ,Banana,2.0,14.875384615384615
173158,Rajasthan,KARAULI,2008,Whole Year ,Sweet potato,7.0,9.609523809523811
173168,Rajasthan,KARAULI,2009,Kharif     ,Other Kharif pulses,2.0,1.0
173184,Rajasthan,KARAULI,2009,Whole Year ,Sannhamp,47.0,28.726666666666667
173186,Rajasthan,KARAULI,2009,Whole Year ,Sweet potato,9.0,11.639999999999999
173206,Rajasthan,KARAULI,2010,Whole Year ,Banana,1.0,4.9375
173231,Rajasthan,KOTA,1998,Kharif     ,Bajra,1.0,1.025
173353,Rajasthan,KOTA,2002,Kharif     ,Castor seed,4.0,5.65
173406,Rajasthan,KOTA,2003,Whole Year ,Guar seed,191.0,139.0
173438,Rajasthan,KOTA,2004,Whole Year ,Sannhamp,6.0,3.3958333333333335
173446,Rajasthan,KOTA,2005,Kharif     ,Other Kharif pulses,2.0,1.0
173463,Rajasthan,KOTA,2005,Whole Year ,Sannhamp,15.0,8.0
173487,Rajasthan,KOTA,2006,Whole Year ,Guar seed,1.0,1.8794805194805193
173490,Rajasthan,KOTA,2006,Whole Year ,Sannhamp,4.0,2.2412698412698413
173516,Rajasthan,KOTA,2007,Whole Year ,Guar seed,74.0,62.45
173525,Rajasthan,KOTA,2008,Kharif     ,Cotton(lint),1.0,1.0
173557,Rajasthan,KOTA,2009,Kharif     ,Other Kharif pulses,10.0,2.1866666666666665
173575,Rajasthan,KOTA,2009,Whole Year ,Sannhamp,5.0,4.9557142857142855
173602,Rajasthan,KOTA,2010,Whole Year ,Sannhamp,2.0,14.104285714285714
173658,Rajasthan,NAGAUR,1999,Whole Year ,Banana,1.0,4.9375
173775,Rajasthan,NAGAUR,2003,Whole Year ,Guar seed,141538.0,29756.4
173846,Rajasthan,NAGAUR,2006,Kharif     ,Sunflower,64.0,40.0
173847,Rajasthan,NAGAUR,2006,Kharif     ,Urad,1.0,0.7666666666666666
173853,Rajasthan,NAGAUR,2006,Rabi       ,Sunflower,64.0,39.5
173909,Rajasthan,NAGAUR,2008,Whole Year ,Sweet potato,503.0,1538.1
173934,Rajasthan,NAGAUR,2009,Whole Year ,Sweet potato,383.0,1270.8
173984,Rajasthan,PALI,1998,Kharif     ,Sannhamp,186.0,25.2
173994,Rajasthan,PALI,1998,Rabi       ,Sunflower,1.0,1.6
174003,Rajasthan,PALI,1999,Kharif     ,Arhar/Tur,181.0,165.3
174026,Rajasthan,PALI,1999,Whole Year ,Banana,6.0,194.8166666666667
174036,Rajasthan,PALI,2000,Kharif     ,Arhar/Tur,153.0,149.9
174056,Rajasthan,PALI,2000,Whole Year ,Banana,1.0,4.9375
174063,Rajasthan,PALI,2000,Whole Year ,Sannhamp,28.0,6.4
174088,Rajasthan,PALI,2001,Whole Year ,Banana,1.0,4.9375
174097,Rajasthan,PALI,2002,Kharif     ,Arhar/Tur,91.0,67.15
174098,Rajasthan,PALI,2002,Kharif     ,Bajra,63433.0,80583.9
174104,Rajasthan,PALI,2002,Kharif     ,Moong(Green Gram),45640.0,7246.2
174105,Rajasthan,PALI,2002,Kharif     ,Moth,760.0,240.3
174130,Rajasthan,PALI,2002,Whole Year ,Sannhamp,58.0,36.031666666666666
174159,Rajasthan,PALI,2003,Whole Year ,Guar seed,25746.0,14968.0
174223,Rajasthan,PALI,2005,Whole Year ,Potato,1.0,2.1067171717171713
174310,Rajasthan,PALI,2008,Whole Year ,Sweet potato,15.0,19.183333333333334
174311,Rajasthan,PALI,2009,Kharif     ,Arhar/Tur,93.0,64.2
174315,Rajasthan,PALI,2009,Kharif     ,Groundnut,1587.0,1918.25
174333,Rajasthan,PALI,2009,Whole Year ,Sannhamp,10.0,15.3
174334,Rajasthan,PALI,2009,Whole Year ,Sweet potato,1.0,1.8780086580086581
174362,Rajasthan,PRATAPGARH,1999,Whole Year ,Banana,1.0,4.9375
174363,Rajasthan,PRATAPGARH,2001,Whole Year ,Banana,2.0,14.875384615384615
174367,Rajasthan,PRATAPGARH,2008,Kharif     ,Dry ginger,2.0,5.2
174497,Rajasthan,RAJSAMAND,1999,Kharif     ,Castor seed,1.0,0.8926785714285714
174527,Rajasthan,RAJSAMAND,1999,Whole Year ,Turmeric,1.0,2.2897374847374845
174529,Rajasthan,RAJSAMAND,2000,Kharif     ,Castor seed,1.0,0.8926785714285714
174547,Rajasthan,RAJSAMAND,2000,Whole Year ,Banana,1.0,4.9375
174556,Rajasthan,RAJSAMAND,2000,Whole Year ,Turmeric,1.0,2.2897374847374845
174588,Rajasthan,RAJSAMAND,2002,Kharif     ,Arhar/Tur,1.0,1.0
174590,Rajasthan,RAJSAMAND,2002,Kharif     ,Castor seed,4.0,5.65
174593,Rajasthan,RAJSAMAND,2002,Kharif     ,Jowar,9277.0,6541.1
174596,Rajasthan,RAJSAMAND,2002,Kharif     ,Moth,9.0,1.75
174619,Rajasthan,RAJSAMAND,2002,Whole Year ,Sannhamp,214.0,75.4
174646,Rajasthan,RAJSAMAND,2003,Whole Year ,Guar seed,3364.0,1843.4
174656,Rajasthan,RAJSAMAND,2003,Whole Year ,Tobacco,33.0,34.38333333333333
174664,Rajasthan,RAJSAMAND,2004,Kharif     ,Moth,2.0,1.0538461538461539
174676,Rajasthan,RAJSAMAND,2004,Whole Year ,Banana,2.0,14.875384615384615
174717,Rajasthan,RAJSAMAND,2006,Kharif     ,Castor seed,1.0,0.8926785714285714
174749,Rajasthan,RAJSAMAND,2007,Kharif     ,Castor seed,1.0,0.8926785714285714
174768,Rajasthan,RAJSAMAND,2007,Whole Year ,Banana,1.0,4.9375
174780,Rajasthan,RAJSAMAND,2008,Kharif     ,Arhar/Tur,6.0,4.1
174799,Rajasthan,RAJSAMAND,2008,Whole Year ,Banana,1.0,4.9375
174808,Rajasthan,RAJSAMAND,2008,Whole Year ,Sweet potato,1.0,1.8780086580086581
174817,Rajasthan,RAJSAMAND,2009,Kharif     ,Moth,12.0,2.5
174822,Rajasthan,RAJSAMAND,2009,Kharif     ,Soyabean,1.0,1.0
174829,Rajasthan,RAJSAMAND,2009,Whole Year ,Banana,1.0,4.9375
174839,Rajasthan,RAJSAMAND,2009,Whole Year ,Turmeric,1.0,2.2897374847374845
174884,Rajasthan,SAWAI MADHOPUR,1998,Kharif     ,Cotton(lint),1.0,1.0
175009,Rajasthan,SAWAI MADHOPUR,2002,Kharif     ,Cotton(lint),3.0,4.193333333333333
175044,Rajasthan,SAWAI MADHOPUR,2003,Kharif     ,Cotton(lint),1.0,1.0
175065,Rajasthan,SAWAI MADHOPUR,2003,Whole Year ,Guar seed,5395.0,2792.3
175074,Rajasthan,SAWAI MADHOPUR,2003,Whole Year ,Tobacco,25.0,33.5
175167,Rajasthan,SAWAI MADHOPUR,2007,Kharif     ,Dry ginger,1.0,2.430357142857143
175225,Rajasthan,SAWAI MADHOPUR,2008,Whole Year ,Sweet potato,7.0,9.609523809523811
175235,Rajasthan,SAWAI MADHOPUR,2009,Kharif     ,Other Kharif pulses,2.0,1.0
175255,Rajasthan,SAWAI MADHOPUR,2009,Whole Year ,Sweet potato,15.0,19.183333333333334
175256,Rajasthan,SAWAI MADHOPUR,2009,Whole Year ,Turmeric,1.0,2.2897374847374845
175396,Rajasthan,SIKAR,2001,Whole Year ,Sannhamp,4.0,2.2412698412698413
175410,Rajasthan,SIKAR,2002,Kharif     ,Urad,2.0,1.1533333333333335
175429,Rajasthan,SIKAR,2002,Whole Year ,Sannhamp,1.0,7.898690476190477
175436,Rajasthan,SIKAR,2003,Kharif     ,Castor seed,1.0,0.8926785714285714
175455,Rajasthan,SIKAR,2003,Whole Year ,Guar seed,71924.0,11621.0
175468,Rajasthan,SIKAR,2003,Whole Year ,Tobacco,19.0,24.8
175522,Rajasthan,SIKAR,2006,Kharif     ,Castor seed,1.0,0.8926785714285714
175596,Rajasthan,SIKAR,2008,Whole Year ,Sweet potato,62.0,148.9
175622,Rajasthan,SIKAR,2009,Whole Year ,Sweet potato,50.0,95.08000000000001
175646,Rajasthan,SIKAR,2010,Whole Year ,Sannhamp,2.0,14.104285714285714
175670,Rajasthan,SIROHI,1998,Kharif     ,Mesta,1.0,4.413797313797313
175675,Rajasthan,SIROHI,1998,Kharif     ,Sannhamp,11.0,4.55
175701,Rajasthan,SIROHI,1999,Kharif     ,Mesta,2.0,6.5430158730158725
175703,Rajasthan,SIROHI,1999,Kharif     ,Moth,6.0,1.3
175721,Rajasthan,SIROHI,1999,Whole Year ,Sannhamp,10.0,15.3
175724,Rajasthan,SIROHI,2000,Kharif     ,Arhar/Tur,440.0,426.4966666666667
175792,Rajasthan,SIROHI,2002,Kharif     ,Mesta,2.0,6.5430158730158725
175794,Rajasthan,SIROHI,2002,Kharif     ,Moth,7.0,1.895
175816,Rajasthan,SIROHI,2002,Whole Year ,Sannhamp,6.0,3.3958333333333335
175845,Rajasthan,SIROHI,2003,Whole Year ,Guar seed,5723.0,3079.8
175854,Rajasthan,SIROHI,2003,Whole Year ,Tobacco,17.0,17.2
175863,Rajasthan,SIROHI,2004,Kharif     ,Moth,3.0,2.001212121212121
175965,Rajasthan,SIROHI,2007,Whole Year ,Banana,5.0,170.2
175983,Rajasthan,SIROHI,2008,Kharif     ,Moth,1.0,0.7953365384615385
176003,Rajasthan,SIROHI,2008,Whole Year ,Sweet potato,8.0,19.204781884781884
176005,Rajasthan,SIROHI,2009,Kharif     ,Arhar/Tur,311.0,280.985
176013,Rajasthan,SIROHI,2009,Kharif     ,Moth,14.0,3.0
176098,Rajasthan,TONK,1998,Whole Year ,Garlic,7.0,6.452380952380952
176105,Rajasthan,TONK,1999,Kharif     ,Castor seed,1.0,0.8926785714285714
176135,Rajasthan,TONK,1999,Whole Year ,Tobacco,19.0,24.8
176136,Rajasthan,TONK,2000,Kharif     ,Arhar/Tur,48.0,49.03333333333334
176166,Rajasthan,TONK,2001,Kharif     ,Arhar/Tur,38.0,39.93333333333333
176197,Rajasthan,TONK,2002,Kharif     ,Arhar/Tur,7.0,5.683333333333333
176232,Rajasthan,TONK,2002,Whole Year ,Sannhamp,14.0,5.195
176264,Rajasthan,TONK,2003,Whole Year ,Guar seed,12127.0,9183.7
176278,Rajasthan,TONK,2004,Kharif     ,Arhar/Tur,10.0,6.37
176340,Rajasthan,TONK,2005,Whole Year ,Turmeric,1.0,2.2897374847374845
176368,Rajasthan,TONK,2006,Whole Year ,Sannhamp,8.0,3.9699999999999998
176371,Rajasthan,TONK,2007,Kharif     ,Arhar/Tur,3.0,2.8567207792207787
176402,Rajasthan,TONK,2008,Kharif     ,Arhar/Tur,8.0,4.842857142857143
176431,Rajasthan,TONK,2008,Whole Year ,Sweet potato,60.0,160.7
176432,Rajasthan,TONK,2009,Kharif     ,Arhar/Tur,2.0,1.6001953601953598
176434,Rajasthan,TONK,2009,Kharif     ,Castor seed,32.0,24.87833333333333
176444,Rajasthan,TONK,2009,Kharif     ,Small millets,1.0,1.0142857142857142
176457,Rajasthan,TONK,2009,Whole Year ,Garlic,1.0,1.789127539127539
176461,Rajasthan,TONK,2009,Whole Year ,Sannhamp,12.0,14.583333333333334
176463,Rajasthan,TONK,2009,Whole Year ,Sweet potato,61.0,148.9
176517,Rajasthan,UDAIPUR,1998,Kharif     ,Moth,4.0,1.2488095238095238
176549,Rajasthan,UDAIPUR,1999,Kharif     ,Moth,7.0,1.895
176571,Rajasthan,UDAIPUR,1999,Whole Year ,Sweet potato,2.0,4.202585192585193
176583,Rajasthan,UDAIPUR,2000,Kharif     ,Moth,2.0,1.0538461538461539
176592,Rajasthan,UDAIPUR,2000,Rabi       ,Masoor,1.0,1.087372536618453
176597,Rajasthan,UDAIPUR,2000,Whole Year ,Banana,6.0,194.8166666666667
176641,Rajasthan,UDAIPUR,2001,Whole Year ,Sweet potato,2.0,4.202585192585193
176653,Rajasthan,UDAIPUR,2002,Kharif     ,Moth,1.0,0.7953365384615385
176708,Rajasthan,UDAIPUR,2003,Whole Year ,Guar seed,9610.0,6659.6
176719,Rajasthan,UDAIPUR,2003,Whole Year ,Tobacco,8.0,12.88
176820,Rajasthan,UDAIPUR,2006,Whole Year ,Tobacco,2.0,1.9986796536796536
